Title,year,pop_under_npl,rate,gini,comparability,source,link,upi,last_submit
GEO,2007,1502615,38.8,39.7,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2008,1342811,34.9,39.7,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2009,1336323,34.9,40.2,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2010,1417337,37.3,41.6,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2011,1286783,34.1,41.8,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2012,1121797,30,41.1,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2013,974227,26.2,39,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2014,873474,23.5,39,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2015,803934,21.6,37.8,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2016,820300,22,38.9,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2017,816076,21.9,40.1,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2018,749656,20.1,37.3,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2019,726075,19.5,37.5,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2020,791691,21.3,35.6,Yes,Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions,,,
GEO,2021,,17.5,34,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,,Saida Ismailakhunova,9/3/2024 11:02
GEO,2022,,15.6,34,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,,Saida Ismailakhunova,9/3/2024 11:02
GEO,2023,,11.8,36,Yes,https://www.geostat.ge/en/modules/categories/192/living-conditions,,Saida Ismailakhunova,9/3/2024 11:02
GEO,2024,,,,,,,,
GHA,2000,,,,,,,,
GHA,2001,,,,,,,,
GHA,2002,,,,,,,,
GHA,2003,,,,,,,,
GHA,2004,,,,,,,,
GHA,2005,6871901,31.9,41.9,Yes,Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate.,,Laura Kiku Rodriguez Takeuchi,3/10/2025 17:06
GHA,2006,,,,,,,,
GHA,2007,,,,,,,,
GHA,2008,,,,,,,,
GHA,2009,,,,,,,,
GHA,2010,,,,,,,,
GHA,2011,,,,,,,,
GHA,2012,6227398,24.2,42.3,Yes,Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate.,,Laura Kiku Rodriguez Takeuchi,3/25/2025 10:45
GHA,2013,,,,,,,,
GHA,2014,,,,,,,,
GHA,2015,,,,,,,,
GHA,2016,6664775,23.4,43,Yes,Ghana Statistical Service. Poverty trends in Ghana 2005-2017,https://statsghana.gov.gh/gssmain/fileUpload/pressrelease/Poverty%20Profile%20Report_2005%20-%202017.pdf,Laura Kiku Rodriguez Takeuchi,3/25/2025 10:46
GHA,2017,,,,,,,,
GHA,2018,,,,,,,,
GHA,2019,,,,,,,,
GHA,2020,,,,,,,,
GHA,2021,,,,,,,,
GHA,2022,,,,,,,,
GHA,2023,,,,,,,,
GHA,2024,,,,,,,,
GIN,2000,,,,,,,,
GIN,2001,,,,,,,,
GIN,2002,5062089,55.4,,Yes,WDI,,,
GIN,2003,,,,,,,,
GIN,2004,,,,,,,,
GIN,2005,,,,,,,,
GIN,2006,,,,,,,,
GIN,2007,5351265,53,,Yes,WDI,,,
GIN,2008,,,,,,,,
GIN,2009,,,,,,,,
GIN,2010,,,,,,,,
GIN,2011,,,,,,,,
GIN,2012,6227371,55.2,,Yes,WDI,,,
GIN,2013,,,,,,,,
GIN,2014,,,,,,,,
GIN,2015,,,,,,,,
GIN,2016,,,,,,,,
GIN,2017,,,,,,,,
GIN,2018,5809609,43.7,27.2,No,NSO,,,
GIN,2019,,,,,,,,
GIN,2020,,,,,,,,
GIN,2021,,,,,,,,
GIN,2022,,,,,,,,
GIN,2023,,,,,,,,
GIN,2024,,,,,,,,
GMB,2000,,,,,,,,
GMB,2001,,,,,,,,
GMB,2002,,,,,,,,
GMB,2003,,,,,,,,
GMB,2004,,,,,,,,
GMB,2005,,,,,,,,
GMB,2006,,,,,,,,
GMB,2007,,,,,,,,
GMB,2008,,,,,,,,
GMB,2009,,,,,,,,
GMB,2010,813924,48.1,35.88,No,IHS 2010,,,
GMB,2011,,,,,,,,
GMB,2012,,,,,,,,
GMB,2013,,,,,,,,
GMB,2014,,,,,,,,
GMB,2015,961109,48.6,35.53,Yes,IHS 2015,,,
GMB,2016,,,,,,,,
GMB,2017,,,,,,,,
GMB,2018,,,,,,,,
GMB,2019,,,,,,,,
GMB,2020,1082789,53.4,38.8,Yes,IHS 2020,,,
GMB,2021,,,,,,,,
GMB,2022,,,,,,,,
GMB,2023,,,,,,,,
GMB,2024,,,,,,,,
GNB,2000,,,,,,,,
GNB,2001,,,,,,,,
GNB,2002,836909,64.7,35.56975,Yes,WDI,,,
GNB,2003,,,,,,,,
GNB,2004,,,,,,,,
GNB,2005,,,,,,,,
GNB,2006,,,,,,,,
GNB,2007,,,,,,,,
GNB,2008,,,,,,,,
GNB,2009,,,,,,,,
GNB,2010,757714,48.7,29.9,Yes,ILAP 2010,,,
GNB,2011,,,,,,,,
GNB,2012,,,,,,,,
GNB,2013,,,,,,,,
GNB,2014,,,,,,,,
GNB,2015,,,,,,,,
GNB,2016,,,,,,,,
GNB,2017,,,,,,,,
GNB,2018,,47.7,31.6,Yes,EHCVM 2018/19,https://stat-guinebissau.com/index.html#,Eduardo Alonso Malasquez Carbonel,3/25/2025 11:58
GNB,2019,,,,,,,,
GNB,2020,,,,,,,Eduardo Alonso Malasquez Carbonel,9/12/2024 17:31
GNB,2021,866353,50.54,29.9,Yes,EHCVM 2021/22,https://stat-guinebissau.com/index.html#,Eduardo Alonso Malasquez Carbonel,4/3/2025 17:05
GNB,2022,,,,,,,,
GNB,2023,,,,,,,,
GNB,2024,,,,,,,,
GNQ,2000,,,,,,,,
GNQ,2001,,,,,,,,
GNQ,2002,,,,,,,,
GNQ,2003,,,,,,,,
GNQ,2004,,,,,,,,
GNQ,2005,,,,,,,,
GNQ,2006,,,,,,,,
GNQ,2007,,,,,,,,
GNQ,2008,,,,,,,,
GNQ,2009,,,,,,,,
GNQ,2010,,,,,,,,
GNQ,2011,,,,,,,,
GNQ,2012,,,,,,,,
GNQ,2013,,,,,,,,
GNQ,2014,,,,,,,,
GNQ,2015,,,,,,,,
GNQ,2016,,,,,,,,
GNQ,2017,,,,,,,,
GNQ,2018,,,,,,,,
GNQ,2019,,,,,,,,
GNQ,2020,,,,,,,,
GNQ,2021,,,,,,,,
GNQ,2022,915299,50.7,38.5,No,"Instituto Nacional de Estadistica INEGE, Guinea Ecuatorial",https://inege.org/wp-content/uploads/2024/12/Informe-Definitivo-de-la-ENH2.pdf,Daniel Valderrama Gonzalez,3/26/2025 17:02
GNQ,2023,,,,,,,Daniel Valderrama Gonzalez,3/26/2025 17:00
GNQ,2024,,,,,,,,
GRD,2000,,,,,,,,
GRD,2001,,,,,,,,
GRD,2002,,,,,,,,
GRD,2003,,,,,,,,
GRD,2004,,,,,,,,
GRD,2005,,,,,,,,
GRD,2006,,,,,,,,
GRD,2007,,,,,,,,
GRD,2008,,,,,,,,
GRD,2009,,,,,,,,
GRD,2010,,,,,,,,
GRD,2011,,,,,,,,
GRD,2012,,,,,,,,
GRD,2013,,,,,,,,
GRD,2014,,,,,,,,
GRD,2015,,,,,,,,
GRD,2016,,,,,,,,
GRD,2017,,,,,,,,
GRD,2018,7615,25,40,Yes,World Bank and Grenada's Central Statistics Office,https://documents1.worldbank.org/curated/en/367321631770928387/pdf/Living-Conditions-in-Grenada-Poverty-and-Equity-Update.pdf,Anna Luisa Paffhausen,3/26/2025 9:34
GRD,2019,,,,,,,,
GRD,2020,,,,,,,,
GRD,2021,,,,,,,,
GRD,2022,,,,,,,,
GRD,2023,,,,,,,,
GRD,2024,,,,,,,,
GTM,2000,"6,223,702",53.7,49.2,,"National Statistical Institute, Encuesta nacional de condiciones de vida",,Erika Schutt Pardo,3/19/2025 11:18
GTM,2001,,,,,,,,
GTM,2002,,,,,,,Erika Schutt Pardo,3/19/2025 11:19
GTM,2003,,,,,,,,
GTM,2004,,,,,,,,
GTM,2005,,,,,,,Erika Schutt Pardo,3/19/2025 11:09
GTM,2006,"6,633,092",50.18,47.2,Yes,"National Statistical Institute, Encuesta nacional de condiciones de vida",,Erika Schutt Pardo,3/19/2025 11:19
GTM,2007,,,,,,,,
GTM,2008,,,,,,,,
GTM,2009,,,,,,,,
GTM,2010,,,,,,,,
GTM,2011,,,,,,,,
GTM,2012,,,,,,,Erika Schutt Pardo,3/19/2025 11:19
GTM,2013,,,,,,,,
GTM,2014,"9,061,339",59.21,41.3,Yes,"National Statistical Institute, Encuesta nacional de condiciones de vida",,Erika Schutt Pardo,3/19/2025 11:19
GTM,2015,,,,,,,,
GTM,2016,,,,,,,,
GTM,2017,,,,,,,,
GTM,2018,,,,,,,,
GTM,2019,,,,,,,,
GTM,2020,,,,,,,,
GTM,2021,,,,,,,Erika Schutt Pardo,9/13/2024 18:24
GTM,2022,,,,,,,,
GTM,2023,"9,864,402",56,42.1,No,"National Statistical Institute, Encuesta nacional de condiciones de vida",,Erika Schutt Pardo,3/19/2025 11:35
GTM,2024,,,,,,,,
HND,2000,,,,,,,,
HND,2001,,63.68,56.35467949,No,,,,
HND,2002,,64.76,56.26595542,Yes,,,,
HND,2003,,65.27,58.2442595,Yes,,,,
HND,2004,,64.59,58.18922074,Yes,,,,
HND,2005,,63.66,59.68427401,Yes,,,,
HND,2006,,59.94,58.59983967,Yes,,,,
HND,2007,,58.25,59.19794642,Yes,,,,
HND,2008,,59.16,54.69392109,Yes,,,,
HND,2009,,58.75,52.54607203,Yes,,,,
HND,2010,,59.96,54.04490478,Yes,,,,
HND,2011,,61.93,55.22924856,Yes,,,,
HND,2012,,66.5,57.36442151,Yes,,,,
HND,2013,5346059,64.51,54.3689039,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Household poverty. Poverty line is absolute. Government estimate.,,,
HND,2014,5298765,62.84,51.98596348,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,,,
HND,2015,5470112,63.78,50.57703339,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,,,
HND,2016,5311970,60.91,51.81214233,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,,,
HND,2017,5699290,64.28,52.47,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,,,
HND,2018,5574064,61.85,53,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,,,
HND,2019,5430899,59.3,52.47,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,,,
HND,2020,,,,,,,Sandra Paola Buitrago Hernandez,4/1/2025 11:53
HND,2021,6956668,73.61,55,No,,,Sandra Paola Buitrago Hernandez,3/21/2025 11:34
HND,2022,,,,,,,,
HND,2023,6244599,64.1,51,Yes,INE. Encuesta Permanente de Hogares de Propósitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. ,,Sandra Paola Buitrago Hernandez,4/1/2025 11:59
HND,2024,,,,,,,Sandra Paola Buitrago Hernandez,4/1/2025 11:56
HRV,2000,,,,,,,,
HRV,2001,,,,,,,,
HRV,2002,,,,,,,,
HRV,2003,,,,,,,,
HRV,2004,,,,,,,,
HRV,2005,,,,,,,,
HRV,2006,,,,,,,,
HRV,2007,,,,,,,,
HRV,2008,,,,,,,,
HRV,2009,,20.6,31.6,Yes,EUROSTAT,,,
HRV,2010,,20.9,31.2,Yes,EUROSTAT,,,
HRV,2011,,20.4,30.9,Yes,EUROSTAT,,,
HRV,2012,,19.5,30.9,Yes,EUROSTAT,,,
HRV,2013,,19.4,30.2,Yes,EUROSTAT,,,
HRV,2014,,20,30.4,Yes,EUROSTAT,,,
HRV,2015,,19.5,29.8,Yes,EUROSTAT,,,
HRV,2016,,20,29.9,Yes,EUROSTAT,,,
HRV,2017,,19.3,29.7,Yes,EUROSTAT,,,
HRV,2018,,18.3,29.2,Yes,EUROSTAT,,,
HRV,2019,,18.3,28.9,Yes,EUROSTAT,,Nadia Belhaj Hassine Belghith,9/4/2024 11:05
HRV,2020,,19.2,29.1,Yes,EUROSTAT,,Nadia Belhaj Hassine Belghith,3/25/2025 15:53
HRV,2021,,18,28.5,Yes,EUROSTAT,,Nadia Belhaj Hassine Belghith,3/25/2025 15:52
HRV,2022,,19.3,29.7,Yes,EUROSTAT,,Nadia Belhaj Hassine Belghith,3/25/2025 20:48
HRV,2023,,,,,,,,
HRV,2024,,,,,,,,
HTI,2000,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2001,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2002,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2003,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2004,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2005,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2006,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2007,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2008,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2009,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2010,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2011,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2012,6019188,58.5,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2013,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2014,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2015,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2016,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2017,,,,,Enquête sur les conditions de vie des ménages après le séisme 2012,,,
HTI,2018,,,,,,,,
HTI,2019,,,,,,,,
HTI,2020,,,,,,,,
HTI,2021,,,,,,,,
HTI,2022,,,,,,,,
HTI,2023,,,,,,,,
HTI,2024,,,,,,,,
IDN,2000,40488840,19.14,28.63204,,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2001,39490648,18.41,29.08596,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2002,39586468,18.2,31.74381,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2003,38418976,17.42,31.64058,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2004,37254200,16.66,32.53489,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2005,36206024,15.97,32.98106,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2006,40796280,17.75,34.37201,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2007,38629600,16.58,35.73156,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2008,36415760,15.42,35.10932,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2009,33866680,14.15,35.00623,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2010,,,,,,,,
IDN,2011,30688868,12.49,39.6314,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2012,29766436,11.96,39.51076,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2013,28656068,11.37,39.72076,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2014,28702252,11.25,39.12996,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2015,28965788,11.22,39.44449,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2016,28357140,10.86,38,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2017,28088684,10.64,37.94245,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2018,25947480,9.82,38.9,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2019,25153548,9.41,38,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2020,26375376,9.78,38.1,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2021,27473710,10.14,38.4,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2022,26100244,9.54,38.4,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2023,25900000,9.36,38.8,Yes,Statistics Indonesia (Badan Pusat Statistik),,,
IDN,2024,25220000,9.03,37.9,Yes,Statistics Indonesia (Badan Pusat Statistik),,Samuel Nursamsu,9/13/2024 21:21
IND,2000,,,,,,,,
IND,2001,,,,,,,,
IND,2002,,,,,,,,
IND,2003,,,,,,,,
IND,2004,423565408,37.2,,Yes,Population figures are from Povcalnet and poverty figures are the official national estimates,,,
IND,2005,,,,,,,,
IND,2006,,,,,,,,
IND,2007,,,,,,,,
IND,2008,,,,,,,,
IND,2009,365349088,29.8,,Yes,Population figures are from Povcalnet and poverty figures are the official national estimates,,,
IND,2010,,,,,,,,
IND,2011,275509824,21.9,,Yes,Population figures are from Povcalnet and poverty figures are the official national estimates,,Kelly Yelitza Montoya Munoz,3/25/2025 15:31
IND,2012,,,,,,,,
IND,2013,,,,,,,,
IND,2014,,,,,,,,
IND,2015,,,,,,,,
IND,2016,,,,,,,,
IND,2017,,,,,,,,
IND,2018,,,,,,,,
IND,2019,,,,,,,,
IND,2020,,,,,,,,
IND,2021,,,,,,,,
IND,2022,,,,,,,,
IND,2023,,,,,,,,
IND,2024,,,,,,,,
IRN,2000,,,,,,,,
IRN,2001,,,,,,,,
IRN,2002,,,,,,,,
IRN,2003,,,,,,,,
IRN,2004,,,,,,,,
IRN,2005,,,,,,,,
IRN,2006,,,,,,,,
IRN,2007,,,,,,,,
IRN,2008,,,,,,,,
IRN,2009,,,,,,,,
IRN,2010,,,,,,,,
IRN,2011,,,,,,,,
IRN,2012,,,,,,,,
IRN,2013,,,,,,,,
IRN,2014,,,,,,,,
IRN,2015,,,,,,,,
IRN,2016,,,,,,,,
IRN,2017,,,,,,,,
IRN,2018,,,,,,,,
IRN,2019,,,,,,,,
IRN,2020,,,,,,,,
IRN,2021,,,,,,,,
IRN,2022,,,,,,,,
IRN,2023,,,,,,,,
IRN,2024,,,,,,,,
IRQ,2000,,,,,,,,
IRQ,2001,,,,,,,,
IRQ,2002,,,,,,,,
IRQ,2003,,,,,,,,
IRQ,2004,,,,,,,,
IRQ,2005,,,,,,,,
IRQ,2006,6204332,22.4,,Yes,IHSES 2006,,Nayantara Sarma,3/17/2025 17:05
IRQ,2007,,,,,,,,
IRQ,2008,,,,,,,,
IRQ,2009,,,,,,,,
IRQ,2010,,,,,,,,
IRQ,2011,,,,,,,,
IRQ,2012,6194772,18.9,,Yes,IHSES 2012,,Nayantara Sarma,3/17/2025 17:05
IRQ,2013,,,,,,,,
IRQ,2014,,,,,,,,
IRQ,2015,,,,,,,,
IRQ,2016,,,,,,,,
IRQ,2017,,,,,,,,
IRQ,2018,,,,,,,,
IRQ,2019,,,,,,,,
IRQ,2020,,,,,,,,
IRQ,2021,,,,,,,,
IRQ,2022,,,,,,,,
IRQ,2023,,17.52,,No,IHSES 2023,,Nayantara Sarma,3/17/2025 17:05
IRQ,2024,,,,,,,,
JAM,2000,488482,18.7,,,WDI (population); PIOJ (national poverty),,,
JAM,2001,443693,16.9,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2002,519734,19.7,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2003,506346,19.1,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2004,450220,16.9,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2005,396176,14.8,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2006,384621,14.3,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2007,267421,9.9,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2008,333499,12.3,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2009,449196,16.5,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2010,481166,17.6,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2011,,,,,,,,
JAM,2012,549204,19.9,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2013,682190,24.6,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2014,556909,20,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2015,592422,21.2,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2016,479261,17.1,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2017,542017,19.3,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2018,355697,12.65,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2019,309515,11,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2020,,,,,,,,
JAM,2021,472225,16.7,,Yes,WDI (population); PIOJ (national poverty),,,
JAM,2022,,,,,,,,
JAM,2023,,,,,,,,
JAM,2024,,,,,,,,
JOR,2000,,,,,,,,
JOR,2001,,,,,,,,
JOR,2002,,,,,,,,
JOR,2003,,,,,,,,
JOR,2004,,,,,,,,
JOR,2005,,,,,,,,
JOR,2006,770640,13,33.85625,Yes,Jordan Department of Statistics,,,
JOR,2007,,,,,,,,
JOR,2008,836969,13.3,32.57345,Yes,Jordan Department of Statistics,,,
JOR,2009,,,,,,,,
JOR,2010,964512,14.4,33.7,Yes,Jordan Department of Statistics,,,
JOR,2011,,,,,,,,
JOR,2012,,,,,,,,
JOR,2013,,,,,,,,
JOR,2014,,,,,,,,
JOR,2015,,,,,,,,
JOR,2016,,,,,,,,
JOR,2017,,,,,,,,
JOR,2018,,15.7,,No,Jordan Department of Statistics,,,
JOR,2019,,,,,,,,
JOR,2020,,,,,,,,
JOR,2021,,,,,,,,
JOR,2022,,,,,,,,
JOR,2023,,,,,,,,
JOR,2024,,,,,,,,
KAZ,2000,,,,,,,,
KAZ,2001,6942240,46.7,36.6,No,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2002,6608721,44.5,32.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2003,5575064,37.5,31.5,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2004,5068457,33.9,30.5,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2005,4763626,31.6,30.4,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2006,2769911,18.2,31.2,No,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2007,1955404,12.7,30.9,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2008,1884152,12.1,28.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2009,1310554,8.2,26.7,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2010,1053213,6.5,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2011,904226,5.5,29,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2012,633609,3.8,28.4,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2013,490397,2.9,27.6,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2014,480504,2.8,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2015,470224,2.7,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2016,441747,2.5,27.8,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2017,447955,2.5,28.7,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2018,780765,4.3,28.9,No,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2019,791009,4.3,29,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2020,987484,5.3,29.1,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
KAZ,2021,981737,5.2,29.4,Yes,Statistics of Kazakhstan for poverty and population numbers. WDI for Gini Index.,https://stat.gov.kz/en/industries/labor-and-income/stat-life/dynamic-tables/,Metin Nebiler,9/10/2024 15:04
